Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
SHO,"Sunstone Hotel Investors, Inc.",10.5,2264173275,n/a,2004,Consumer Services,Hotels/Resorts
SHO^E,"Sunstone Hotel Investors, Inc.",24.73,0,n/a,n/a,n/a,n/a
SHO^F,"Sunstone Hotel Investors, Inc.",24.4699,0,n/a,n/a,n/a,n/a
SUNW,"Sunworks, Inc.",5.05,83976409.6,n/a,n/a,Public Utilities,Telecommunications Equipment
SLGG,"Super League Gaming, Inc.",1.92,28866144,n/a,2019,Consumer Services,Services-Misc. Amusement & Recreation
SMCI,"Super Micro Computer, Inc.",28.21,1460773830.88,n/a,2020,Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",1.21,19705992.24,n/a,n/a,Technology,Semiconductors
SDPI,"Superior Drilling Products, Inc.",0.4605,11796852.303,n/a,2014,Energy,Metal Fabrications
SGC,"Superior Group of Companies, Inc.",21.74,335557921.78,n/a,n/a,Consumer Non-Durables,Apparel
SUP,"Superior Industries International, Inc.",4.99,127703730.7,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
SPNV.U,"Supernova Partners Acquisition Company, Inc.",n/a,0,n/a,2020,n/a,n/a
SUPN,"Supernus Pharmaceuticals, Inc.",21.3,1122193077.3,n/a,2012,Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",1.98,38369336.94,n/a,2000,Technology,EDP Services
SURF,"Surface Oncology, Inc.",9.04,360750836.64,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRGA,"Surgalign Holdings, Inc.",2.26,183955974.74,n/a,n/a,Health Care,Industrial Specialties
SGRY,"Surgery Partners, Inc.",24.43,1233587719.7,n/a,2015,Health Care,Hospital/Nursing Management
SRDX,"Surmodics, Inc.",37.44,511064798.4,n/a,1998,Health Care,Medical/Dental Instruments
SSSS,SuRo Capital Corp.,12.56,250120128.88,n/a,2011,n/a,n/a
SOAC,Sustainable Opportunities Acquisition Corp.,10.42,390750000,n/a,2020,Finance,Business Services
SOAC.U,Sustainable Opportunities Acquisition Corp.,n/a,0,n/a,2020,n/a,n/a
SOAC.WS,Sustainable Opportunities Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a
STRO,"Sutro Biopharma, Inc.",17.1,613531105.2,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SUZ,Suzano S.A.,10.43,14072381079.4,n/a,2018,Basic Industries,Paper
SIVB,SVB Financial Group,344.86,17862679623.72,n/a,n/a,Finance,Major Banks
SIVBP,SVB Financial Group,26.84,0,n/a,n/a,Finance,Major Banks
SVMK,SVMK Inc.,21.28,3026302939.52,n/a,2018,Technology,"Computer Software: Programming, Data Processing"
SWZ,"Swiss Helvetia Fund, Inc. (The)",8.52,112992333.72,n/a,n/a,n/a,n/a
SWCH,"Switch, Inc.",15.79,3799443928.12,n/a,2017,Technology,"Computer Software: Programming, Data Processing"
SBE,Switchback Energy Acquisition Corporation,33.61,1319686701.44,n/a,2019,Capital Goods,Industrial Specialties
SBE.U,Switchback Energy Acquisition Corporation,n/a,0,n/a,2019,n/a,n/a
SBE.WS,Switchback Energy Acquisition Corporation,n/a,0,n/a,n/a,n/a,n/a
SWKH,SWK Holdings Corporation,12.96,165751829.28,n/a,n/a,Finance,Diversified Financial Services
SYKE,"Sykes Enterprises, Incorporated",37.63,1488850178.93,n/a,1996,Technology,EDP Services
SYNC,"Synacor, Inc.",1.46,57880769.98,n/a,2012,Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,6.355,57885731.305,n/a,n/a,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,77.77,2684483680.34,n/a,2002,Technology,Semiconductors
SNCR,"Synchronoss Technologies, Inc.",2.96,130553407.76,n/a,2018,Technology,EDP Services
SYF,Synchrony Financial,30.47,17788147937.89,n/a,2014,Finance,Finance: Consumer Services
SYF^A,Synchrony Financial,26,0,n/a,n/a,n/a,n/a
SNDX,"Syndax Pharmaceuticals, Inc.",23.17,946939873.74,n/a,2016,Health Care,Major Pharmaceuticals
SYNH,"Syneos Health, Inc.",65.84,6847169590.72,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYBX,"Synlogic, Inc.",2.34,81510586.56,n/a,2015,Health Care,Major Pharmaceuticals
SNX,Synnex Corporation,160.31,8263056152.54,n/a,2003,Technology,Retail: Computer Software & Peripheral Equipment
SNX$,Synnex Corporation,n/a,0,n/a,n/a,n/a,n/a
SNPS,"Synopsys, Inc.",227.5,34525784247.5,n/a,1992,Technology,Computer Software: Prepackaged Software
SNV,Synovus Financial Corp.,31.57,4666243943.9,n/a,n/a,Finance,Major Banks
SNV^D,Synovus Financial Corp.,26.83,0,n/a,n/a,n/a,n/a
SNV^E,Synovus Financial Corp.,26.76,0,n/a,n/a,n/a,n/a
SYN,"Synthetic Biologics, Inc",0.3732,7461533.148,n/a,n/a,Health Care,Major Pharmaceuticals
GJP,"Synthetic Fixed-Income Securities, Inc.",24.7501,0,n/a,n/a,n/a,n/a
GJR,"Synthetic Fixed-Income Securities, Inc.",23.41,0,n/a,n/a,n/a,n/a
GJT,"Synthetic Fixed-Income Securities, Inc.",20.74,0,n/a,n/a,Finance,Finance: Consumer Services
SYPR,"Sypris Solutions, Inc.",1.46,31122457.92,n/a,n/a,Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",8.15,373357490.25,n/a,2016,Health Care,Major Pharmaceuticals
SYY,Sysco Corporation,71.29,36312178087.21,n/a,n/a,Consumer Non-Durables,Food Distributors
SYX,Systemax Inc.,30.77,1151179855.7,n/a,n/a,Capital Goods,Industrial Machinery/Components
TROW,"T. Rowe Price Group, Inc.",143.41,32472728851.87,n/a,1986,Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",1.11,164230639.41,n/a,2014,Health Care,Medical/Dental Instruments
TRHC,"Tabula Rasa HealthCare, Inc.",34.46,821112121.88,n/a,2016,Miscellaneous,Business Services
TCMD,"Tactile Systems Technology, Inc.",43.11,837397911.69,n/a,2016,Health Care,Medical/Dental Instruments
TWND,Tailwind Acquisition Corp.,9.92,414427472.96,n/a,2020,Finance,Business Services
TWND.U,Tailwind Acquisition Corp.,n/a,0,n/a,2020,n/a,n/a
TWND.WS,Tailwind Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a
TAIT,Taitron Components Incorporated,2.8201,16371659.0747,n/a,1995,Technology,Electronic Components
TWN,"Taiwan Fund, Inc. (The)",27.1927,203038373.455,n/a,1986,n/a,n/a
TLC,"Taiwan Liposome Company, Ltd.",4.35,14792544.75,3400585,2018,Health Care,Major Pharmaceuticals
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,97.02,503153093520,n/a,1997,Technology,Semiconductors
TAK,Takeda Pharmaceutical Company Limited,17.83,55749276243.76,n/a,2018,Health Care,Major Pharmaceuticals
TTWO,"Take-Two Interactive Software, Inc.",180.51,20778600506.73,n/a,1997,Technology,Computer Software: Prepackaged Software
TKAT,"Takung Art Co., Ltd.",1.11,12511230.69,n/a,n/a,Consumer Services,Other Specialty Stores
TAL,TAL Education Group,70.06,42063127862.54,n/a,n/a,Consumer Services,Other Consumer Services
TLND,Talend S.A.,37.53,1189117370.97,31684449,2016,Technology,Computer Software: Prepackaged Software
TALO,"Talos Energy, Inc.",8.56,625136705.84,n/a,2018,Energy,Oil & Gas Production
TALO.WS,"Talos Energy, Inc.",n/a,0,n/a,n/a,n/a,n/a
TNDM,"Tandem Diabetes Care, Inc.",93.88,5838829892.92,n/a,2013,Health Care,Medical/Dental Instruments
SKT,"Tanger Factory Outlet Centers, Inc.",9.45,883133410.95,n/a,1993,Consumer Services,Real Estate Investment Trusts
TANH,Tantech Holdings Ltd.,2.02,58355444.68,n/a,2015,Basic Industries,Major Chemicals
TRX,Tanzanian Gold Corporation,0.6244,123295792.3008,n/a,n/a,Basic Industries,Precious Metals
TAOP,Taoping Inc.,3.01,23042167.05,n/a,n/a,Technology,Computer Software: Prepackaged Software
TPR,"Tapestry, Inc.",28.32,7856122372.32,n/a,n/a,Consumer Non-Durables,Apparel
TEDU,"Tarena International, Inc.",2.96,106376044.88,35937853,2014,Consumer Services,Other Consumer Services
NGLS^A,Targa Resources Partners LP,25.02,0,n/a,n/a,n/a,n/a
TRGP,"Targa Resources, Inc.",23.5,5381809518.5,n/a,2010,Public Utilities,Natural Gas Distribution
TGT,Target Corporation,179.53,89903802003.73,n/a,n/a,Consumer Services,Department/Specialty Retail Stores
TH,Target Hospitality Corp.,1.58,159850045.7,n/a,2018,Consumer Services,Hotels/Resorts
THWWW,Target Hospitality Corp.,0.0733,0,n/a,2018,Consumer Services,Hotels/Resorts
TARO,Taro Pharmaceutical Industries Ltd.,70.6,2701020236.2,n/a,n/a,Health Care,Major Pharmaceuticals
TARS,"Tarsus Pharmaceuticals, Inc.",24.17,491144696.42,n/a,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TGB,Taseko Mines Limited,0.9565,267058995.209,n/a,n/a,Basic Industries,Precious Metals
TATT,TAT Technologies Ltd.,4.465,39625517.64,n/a,n/a,Capital Goods,Aerospace
TTM,Tata Motors Ltd,11.94,8590774574.52,n/a,n/a,Capital Goods,Auto Manufacturing
TTCF,"Tattooed Chef, Inc.",15.24,390912263.64,n/a,2018,Consumer Non-Durables,Packaged Foods
TTCFW,"Tattooed Chef, Inc.",5.07,0,n/a,2018,Consumer Non-Durables,Packaged Foods
TCO,"Taubman Centers, Inc.",42.72,2636906952,n/a,1992,Consumer Services,Real Estate Investment Trusts
TCO^J,"Taubman Centers, Inc.",25.2401,0,n/a,n/a,n/a,n/a
TCO^K,"Taubman Centers, Inc.",25.28,0,n/a,n/a,n/a,n/a
TAYD,"Taylor Devices, Inc.",10.54,36760653.12,n/a,n/a,Capital Goods,Industrial Machinery/Components
TMHC,Taylor Morrison Home Corporation,25.28,3284961416.32,n/a,2013,Capital Goods,Homebuilding
TSHA,"Taysha Gene Therapies, Inc.",22.62,854163659.7,n/a,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRP,TC Energy Corporation,43.93,41294200000,n/a,n/a,Public Utilities,Natural Gas Distribution
TCP,"TC PipeLines, LP",30.9,2203367636.4,n/a,n/a,Public Utilities,Natural Gas Distribution
TCF,TCF Financial Corporation,33.6,5123572776,n/a,n/a,Finance,Major Banks
TCFCP,TCF Financial Corporation,26.45,0,n/a,n/a,Finance,Major Banks
CGBD,"TCG BDC, Inc.",10.86,611511569.76,n/a,2017,n/a,n/a
TCRR,TCR2 Therapeutics Inc.,27.245,910585904.605,n/a,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSI,"TCW Strategic Income Fund, Inc.",5.67,270721078.74,n/a,n/a,n/a,n/a
GLG,"TD Holdings, Inc.",2.17,154354719.19,n/a,2013,Finance,Major Banks
PETZ,"TDH Holdings, Inc.",1.3,59604993.5,n/a,2017,Consumer Non-Durables,Packaged Foods
TEL,TE Connectivity Ltd.,113.97,37694731158.78,n/a,n/a,Technology,Electronic Components
TISI,"Team, Inc.",8.71,266768852.22,n/a,n/a,Consumer Services,Other Consumer Services
TCCO,Technical Communications Corporation,3.94,7290587.82,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
FTI,TechnipFMC plc,8.31,3734582416.23,n/a,n/a,Energy,Metal Fabrications
TTGT,"TechTarget, Inc.",52.5,1475182117.5,n/a,2007,Miscellaneous,Business Services
TECK,Teck Resources Ltd,15.8,8391353756.2,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TGLS,Tecnoglass Inc.,5.86,279374169.78,n/a,2012,Consumer Durables,Electronic Components
TECTP,"Tectonic Financial, Inc.",8.2662,0,n/a,2019,Finance,Major Banks
TK,Teekay Corporation,2.35,237605882.1,n/a,n/a,Transportation,Marine Transportation
TGP,Teekay LNG Partners L.P.,11.85,1030301982.75,n/a,2005,Consumer Services,Marine Transportation
TGP^A,Teekay LNG Partners L.P.,25.77,0,n/a,n/a,n/a,n/a
TGP^B,Teekay LNG Partners L.P.,24.4,0,n/a,n/a,n/a,n/a
TNK,Teekay Tankers Ltd.,11.64,392268000,n/a,2007,Consumer Services,Marine Transportation
TGNA,TEGNA Inc.,14.41,3159270807.55,n/a,n/a,Consumer Services,Broadcasting
TRC,Tejon Ranch Co,14.33,375974089.16,n/a,n/a,Finance,Real Estate
TEKKU,Tekkorp Digital Acquisition Corp.,10.15,0,n/a,2020,Finance,Business Services
HQH,Tekla Healthcare Investors,21.82,940072172.82,n/a,1987,n/a,n/a
THQ,Tekla Healthcare Opportunies Fund,19.21,794149967.66,n/a,2014,n/a,n/a
HQL,Tekla Life Sciences Investors,18.7,439353638.9,n/a,1992,n/a,n/a
THW,Tekla World Healthcare Fund,15.42,464179532.28,n/a,2015,n/a,n/a
TELA,"TELA Bio, Inc.",16.37,236256505.45,n/a,2019,Health Care,Medical/Dental Instruments
TDOC,"Teladoc Health, Inc.",198.77,28813847879.96,n/a,2015,Health Care,Medical/Nursing Services
TEO,Telecom Argentina Stet - France Telecom S.A.,8.43,7252126502.97,n/a,n/a,Public Utilities,Telecommunications Equipment
TDY,Teledyne Technologies Incorporated,377.94,13939079146.5,n/a,n/a,Capital Goods,Industrial Machinery/Components
TFX,Teleflex Incorporated,382.75,17823410166.25,n/a,n/a,Health Care,Medical/Dental Instruments
TEF,Telefonica SA,4.4,23103850162.8,n/a,1988,Public Utilities,Telecommunications Equipment
TNAV,"Telenav, Inc.",4.75,225733252.5,n/a,2010,Capital Goods,Industrial Machinery/Components
TDA,"Telephone and Data Systems, Inc.",25.24,0,n/a,n/a,Public Utilities,Telecommunications Equipment
TDE,"Telephone and Data Systems, Inc.",25.85,0,n/a,n/a,Public Utilities,Telecommunications Equipment
TDI,"Telephone and Data Systems, Inc.",26.65,0,n/a,n/a,Public Utilities,Telecommunications Equipment
TDJ,"Telephone and Data Systems, Inc.",25.87,0,n/a,n/a,Public Utilities,Telecommunications Equipment
TDS,"Telephone and Data Systems, Inc.",18.98,2169890398,n/a,n/a,Public Utilities,Telecommunications Equipment
TLGT,"Teligent, Inc.",0.57,3073194.33,n/a,n/a,Health Care,Major Pharmaceuticals
TELL,Tellurian Inc.,1.49,492391905.34,n/a,n/a,Energy,Oil & Gas Production
TLS,Telos Corporation,20.07,0,n/a,2020,Technology,EDP Services
TU,TELUS Corporation,19.32,24922800000,n/a,n/a,Public Utilities,Telecommunications Equipment
TDF,"Templeton Dragon Fund, Inc.",23.93,808933141.99,n/a,n/a,n/a,n/a
EMF,Templeton Emerging Markets Fund,17.4,282806428.2,n/a,1987,n/a,n/a
TEI,"Templeton Emerging Markets Income Fund, Inc.",7.72,370547786.96,n/a,1993,n/a,n/a
GIM,"Templeton Global Income Fund, Inc.",5.39,723037011.62,n/a,1988,n/a,n/a
TPX,"Tempur Sealy International, Inc.",25.19,5198056856.96,n/a,2003,Consumer Durables,Home Furnishings
TENB,"Tenable Holdings, Inc.",36.01,3713184509.71,n/a,2018,Technology,Computer Software: Prepackaged Software
TS,Tenaris S.A.,15.18,8960274539.7,n/a,n/a,Basic Industries,Steel/Iron Ore
TENX,"Tenax Therapeutics, Inc.",1.08,13628918.52,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TME,Tencent Music Entertainment Group,16.76,28115452560.44,n/a,2018,Consumer Services,Broadcasting
THC,Tenet Healthcare Corporation,31.43,3316400755.78,n/a,n/a,Health Care,Hospital/Nursing Management
TGC,"Tengasco, Inc.",1.18,12607612.06,n/a,n/a,Energy,Oil & Gas Production
TNC,Tennant Company,67.16,1240659306.08,n/a,n/a,Technology,Industrial Machinery/Components
TEN,Tenneco Inc.,10.65,867249671.1,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
TVC,Tennessee Valley Authority,26.02,0,n/a,n/a,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,26.26,0,n/a,n/a,Public Utilities,Electric Utilities: Central
TZAC,Tenzing Acquisition Corp.,10.96,56274700.88,n/a,2018,Health Care,Major Pharmaceuticals
TZACU,Tenzing Acquisition Corp.,13.9,0,n/a,2018,Health Care,Major Pharmaceuticals
TZACW,Tenzing Acquisition Corp.,0.65,0,n/a,2018,Health Care,Major Pharmaceuticals
TDC,Teradata Corporation,21.93,2396949000,n/a,n/a,Technology,Computer Software: Prepackaged Software
TER,"Teradyne, Inc.",110.34,18322599951.18,n/a,n/a,Capital Goods,Electrical Products
TEX,Terex Corporation,31,2148300000,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks
TMX,"Terminix Global Holdings, Inc.",49.03,6477226753.57,n/a,2014,Consumer Services,Other Consumer Services
TX,Ternium S.A.,27.71,5439685729.67,n/a,n/a,Basic Industries,Steel/Iron Ore
TRNO,Terreno Realty Corporation,57.94,3961506589.92,n/a,2010,Finance,Real Estate
TBNK,Territorial Bancorp Inc.,22.31,212254372.77,n/a,2009,Finance,Savings Institutions
TSLA,"Tesla, Inc. ",567.6,538028456050.8,n/a,2010,Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,6.38,55892385.56,n/a,1994,Technology,Electronic Components
TTEK,"Tetra Tech, Inc.",119.25,6412952684.25,n/a,1991,Consumer Services,Military/Government/Technical
TTI,"Tetra Technologies, Inc.",0.8107,102129333.3896,n/a,n/a,Energy,Oil & Gas Production
TEVA,Teva Pharmaceutical Industries Limited,9.51,10422689497.56,n/a,n/a,Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",55.9,2820683646.3,n/a,2003,Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",25.8,0,n/a,n/a,Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",25.75,0,n/a,n/a,Finance,Major Banks
TXN,Texas Instruments Incorporated,161.25,148018168462.5,n/a,n/a,Technology,Semiconductors
TPL,Texas Pacific Land Trust,609.92,4730634667.52,n/a,n/a,Energy,Oil & Gas Production
TXRH,"Texas Roadhouse, Inc.",75.8,5266775167.6,n/a,2004,Consumer Services,Restaurants
TGH,Textainer Group Holdings Limited,18.42,938460078.54,n/a,2007,Technology,Diversified Commercial Services
TXT,Textron Inc.,45.1,10322259388.1,n/a,n/a,Capital Goods,Aerospace
TFFP,"TFF Pharmaceuticals, Inc.",15.71,349174921.64,n/a,2019,Health Care,Major Pharmaceuticals
TFII,TFI International Inc.,50.81,4743747354.75,n/a,n/a,n/a,n/a
TFSL,TFS Financial Corporation,17.2,4818580103.2,n/a,n/a,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",29.34,3857922321.3,n/a,n/a,Health Care,Major Pharmaceuticals
TVAC,Thayer Ventures Acquisition Corporation,n/a,0,n/a,n/a,Finance,Business Services
TVACU,Thayer Ventures Acquisition Corporation,n/a,0,n/a,n/a,Finance,Business Services
AES,The AES Corporation,20.44,13595280665.12,n/a,n/a,Basic Industries,Electric Utilities: Central
WTER,The Alkaline Water Company Inc.,1.19,87583262.2,n/a,n/a,Consumer Non-Durables,Food Distributors
ANDE,"The Andersons, Inc.",22.73,749601259.54,n/a,n/a,Consumer Services,Farming/Seeds/Milling
AZEK,The AZEK Company Inc.,35.72,5523581488.8,n/a,2020,Consumer Non-Durables,Plastic Products
TBBK,"The Bancorp, Inc.",11.8,679572313.2,n/a,n/a,Finance,Major Banks
BK,The Bank Of New York Mellon Corporation ,39.12,34665632691.6,n/a,n/a,Finance,Major Banks
BK^C,The Bank Of New York Mellon Corporation ,25.31,0,n/a,n/a,n/a,n/a
BPRN,The Bank of Princeton,23.83,161640653.42,n/a,n/a,n/a,n/a
BX,The Blackstone Group Inc.,59.55,41326168671.75,n/a,2007,Finance,Investment Managers
CG,The Carlyle Group Inc.,28.41,10043519564.16,n/a,2012,Finance,Investment Managers
CEE,"The Central and Eastern Europe Fund, Inc.",22.83,153096541.71,n/a,n/a,n/a,n/a
SCHW,The Charles Schwab Corporation,48.78,91574252101.98,n/a,n/a,Finance,Investment Bankers/Brokers/Service
SCHW^C,The Charles Schwab Corporation,25.32,0,n/a,n/a,n/a,n/a
SCHW^D,The Charles Schwab Corporation,25.83,0,n/a,n/a,n/a,n/a
CAKE,The Cheesecake Factory Incorporated,37.48,1708491093.52,n/a,1992,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",23.045,870403289.58,n/a,2011,Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,27.39,161972846.64,n/a,n/a,Finance,Major Banks
COO,"The Cooper Companies, Inc. ",335.22,17880769223.22,n/a,n/a,Health Care,Ophthalmic Goods
DSGX,The Descartes Systems Group Inc.,59.29,5008461562.72,n/a,n/a,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",2.43,38427256.98,n/a,n/a,Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",71.87,3898357303.56,n/a,2007,Health Care,Hospital/Nursing Management
XONE,The ExOne Company,11.92,228714880.8,n/a,2013,Capital Goods,Industrial Machinery/Components
FBMS,"The First Bancshares, Inc.",27.36,585666600.48,n/a,n/a,Finance,Major Banks
FLIC,The First of Long Island Corporation,16.81,401541529.03,n/a,n/a,Finance,Major Banks
GDV,The Gabelli Dividend & Income Trust,20.83,1885712841.83,n/a,2003,n/a,n/a
GDV^G,The Gabelli Dividend & Income Trust,26.058,0,n/a,n/a,n/a,n/a
GDV^H,The Gabelli Dividend & Income Trust,27.59,0,n/a,n/a,n/a,n/a
GLU,The Gabelli Global Utility and Income Trust,17.53,94198822.34,n/a,2004,n/a,n/a
GLU^A,The Gabelli Global Utility and Income Trust,46.5614,0,n/a,n/a,n/a,n/a
GLU^B,The Gabelli Global Utility and Income Trust,52.25,0,n/a,n/a,n/a,n/a
GGO,The Gabelli Go Anywhere Trust,11.6,17976833.2,n/a,2016,n/a,n/a
GGO^A,The Gabelli Go Anywhere Trust,40.9,0,n/a,n/a,n/a,n/a
GRX,The Gabelli Healthcare & Wellness Trust,11.31,204835014.15,n/a,n/a,n/a,n/a
GRX^B,The Gabelli Healthcare & Wellness Trust,25.345,0,n/a,n/a,n/a,n/a
GDL,The GDL Fund,8.74,123527733.92,n/a,2007,n/a,n/a
GDL^C,The GDL Fund,51.1933,0,n/a,n/a,n/a,n/a
GT,The Goodyear Tire & Rubber Company,10.42,2429257144.86,n/a,n/a,Consumer Durables,Automotive Aftermarket
HCKT,"The Hackett Group, Inc.",14.08,421862172.16,n/a,n/a,Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",38.5,3874542133,n/a,n/a,Consumer Non-Durables,Packaged Foods
THG,"The Hanover Insurance Group, Inc.",112.35,4087716222.45,n/a,n/a,Finance,Property-Casualty Insurers
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",4.62,28337504.58,n/a,n/a,n/a,n/a
INTG,The Intergroup Corporation,35.65,81421605.4,n/a,n/a,Consumer Services,Building operators
JYNT,The Joint Corp.,25.1,352432764.6,n/a,2014,Miscellaneous,Multi-Sector Companies
KHC,The Kraft Heinz Company,32.94,40273207153.92,n/a,n/a,Consumer Non-Durables,Packaged Foods
OLD,The Long-Term Care ETF,28.59,0,n/a,n/a,n/a,n/a
LOVE,The Lovesac Company,31.88,467586574.16,n/a,2018,Consumer Services,Other Specialty Stores
MIK,"The Michaels Companies, Inc.",9.89,1458157498.07,n/a,2014,Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,135.99,7562710557.45,n/a,n/a,Technology,Industrial Machinery/Components
ODP,The ODP Corporation,28.67,1510180466.63,n/a,n/a,Consumer Services,Other Specialty Stores
OLB,"The OLB Group, Inc.",4.66,28705851.64,n/a,n/a,Miscellaneous,Business Services
STKS,"The ONE Group Hospitality, Inc.",3.33,96796463.31,n/a,n/a,Consumer Services,Restaurants
PECK,"The Peck Company Holdings, Inc.",6.63,35220018.6,n/a,2016,Technology,Semiconductors
PNTG,"The Pennant Group, Inc.",50.69,1428926718.11,n/a,n/a,Health Care,Medical/Nursing Services
PRSC,The Providence Service Corporation,135.79,1925995660.86,n/a,2003,Consumer Services,Transportation Services
REAL,"The RealReal, Inc.",13.85,1226797086.95,n/a,2019,Consumer Services,Other Specialty Stores
RMR,The RMR Group Inc.,37.04,1162894542.64,n/a,n/a,Consumer Services,Professional Services
SHYF,"The Shyft Group, Inc.",25.93,921823350.01,n/a,n/a,Capital Goods,Auto Manufacturing
SMPL,The Simply Good Foods Company,21.74,2080167920.78,n/a,n/a,Consumer Non-Durables,Packaged Foods
TTD,"The Trade Desk, Inc.",901.07,42318117295.65,n/a,2016,Technology,"Computer Software: Programming, Data Processing"
TRV,"The Travelers Companies, Inc.",129.65,32841480863.65,n/a,n/a,Finance,Property-Casualty Insurers
YORW,The York Water Company,45.04,587770108.32,n/a,n/a,Public Utilities,Water Supply
NCTY,The9 Limited,2.95,5710362.2,1935716,2004,Miscellaneous,Business Services
RACA,Therapeutics Acquisition Corp.,14.0526,244991623.14,n/a,2020,Finance,Business Services
TXMD,"TherapeuticsMD, Inc.",1.34,396974693.14,n/a,n/a,Health Care,Major Pharmaceuticals
THTX,Theratechnologies Inc.,2.3,177130845.3,n/a,n/a,Health Care,Major Pharmaceuticals
TBPH,"Theravance Biopharma, Inc.",16.59,1061450049.03,n/a,n/a,Health Care,Major Pharmaceuticals
TMO,Thermo Fisher Scientific Inc,464.98,184287937111.18,n/a,n/a,Capital Goods,Industrial Machinery/Components
THMO,"ThermoGenesis Holdings, Inc.",2.49,19412463.3,n/a,n/a,Capital Goods,Medical Specialities
THR,"Thermon Group Holdings, Inc.",14.14,469171591.28,n/a,2011,Energy,Industrial Machinery/Components
TPRE,Third Point Reinsurance Ltd.,9.54,911351286.9,n/a,2013,Finance,Property-Casualty Insurers
TRI,Thomson Reuters Corp,79.33,39424454860.03,n/a,n/a,Consumer Services,Publishing
THO,"Thor Industries, Inc.",96.51,5343395918.91,n/a,n/a,Consumer Non-Durables,Homebuilding
THRY,"Thryv Holdings, Inc.",9.7,300976973.8,n/a,n/a,Consumer Services,Advertising
THBR,"Thunder Bridge Acquisition II, Ltd.",10.28,443325000,n/a,2019,Finance,Business Services
THBRU,"Thunder Bridge Acquisition II, Ltd.",11.46,0,n/a,2019,Finance,Business Services
THBRW,"Thunder Bridge Acquisition II, Ltd.",1.397,0,n/a,2019,Finance,Business Services
TDW,Tidewater Inc.,9.51,385598612.97,n/a,2017,Consumer Services,Marine Transportation
TDW.WS,Tidewater Inc.,n/a,0,n/a,n/a,n/a,n/a
TDW.WS.A,Tidewater Inc.,n/a,0,n/a,n/a,n/a,n/a
TDW.WS.B,Tidewater Inc.,n/a,0,n/a,n/a,n/a,n/a
TIF,Tiffany & Co.,131.48,15963410165.6,n/a,1987,Consumer Services,Consumer Specialties
TINV.U,Tiga Acquisition Corp.,n/a,0,n/a,2020,n/a,n/a
TLYS,"Tilly&#39;s, Inc.",9.13,271888633.61,n/a,2012,Consumer Services,Clothing/Shoe/Accessory Stores
TLRY,"Tilray, Inc.",9.04,1305905210.64,n/a,2018,Consumer Durables,Specialty Chemicals
TIMB,TIM S.A.,12.53,6067107131.75,n/a,2020,Public Utilities,Telecommunications Equipment
TMBR,"Timber Pharmaceuticals, Inc.",1.09,12915443.79,n/a,2015,Health Care,Major Pharmaceuticals
TSBK,"Timberland Bancorp, Inc.",23.83,198046197.19,n/a,n/a,Finance,Banks
TKR,Timken Company (The),73.44,5534158446.72,n/a,n/a,Capital Goods,Metal Fabrications
TMST,TimkenSteel Corporation,4.71,212665731.6,n/a,2014,Basic Industries,Steel/Iron Ore
TIPT,Tiptree Inc.,5.09,171201824.24,n/a,n/a,Finance,Property-Casualty Insurers
